URI-Source,Source,URI-Target,Target,Levenshtein,Jaccard,Jaro-Winkler,Metric-LCS,NGram,Monge-Elkan
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01053,Penicillin G,0.75,0.5555555555555556,0.8833333849906921,0.75,0.7083333432674408,0.8999999761581421
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00417,Penicillin V,0.75,0.5555555555555556,0.8833333849906921,0.75,0.7083333432674408,0.8999999761581421
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00428,Streptozocin,0.75,0.6153846153846154,0.8333333134651184,0.75,0.7083333432674408,0.75
http://www.bioknowlogy.br/resource/Antibiotic/cloxacillin,cloxacillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01060,Amoxicillin,0.7272727272727273,0.6666666666666666,0.6931818127632141,0.7272727272727273,0.6818181872367859,0.7272727489471436
http://www.bioknowlogy.br/resource/Antibiotic/cloxacillin,cloxacillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00713,Oxacillin,0.7272727272727273,0.75,0.7887205481529236,0.7272727272727273,0.6818181872367859,0.7272727489471436
http://www.bioknowlogy.br/resource/Antibiotic/cephalosporin_iii,cephalosporin_iii,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB03313,Cephalosporin C,0.7058823529411765,0.7142857142857143,0.8352940678596497,0.7058823529411765,0.705882340669632,0.7058823108673096
http://www.bioknowlogy.br/resource/Antibiotic/carbapenem,carbapenem,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00303,Ertapenem,0.7,0.6,0.7783069014549255,0.7,0.6500000059604645,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB04626,Apramycin,0.7,0.6363636363636364,0.825925886631012,0.7,0.6500000059604645,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/monobactam,monobactam,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01606,Tazobactam,0.7,0.6666666666666666,0.6571428775787354,0.7,0.6500000059604645,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00415,Ampicillin,0.7,0.625,0.8666666150093079,0.8,0.6500000059604645,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00739,Hetacillin,0.7,0.5555555555555556,0.7047619223594666,0.7,0.6500000059604645,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/tobramycin,tobramycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB04626,Apramycin,0.7,0.5833333333333334,0.825925886631012,0.7,0.6500000059604645,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/tobramycin,tobramycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02281,Formycin,0.7,0.6363636363636364,0.8583333492279053,0.7,0.550000011920929,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/tobramycin,tobramycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01321,Josamycin,0.7,0.5833333333333334,0.825925886631012,0.7,0.6500000059604645,0.699999988079071
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00578,Carbenicillin,0.6923076923076923,0.45454545454545453,0.8141025900840759,0.6923076923076923,0.6538461446762085,0.692307710647583
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00578,Carbenicillin,0.6923076923076923,0.5,0.8641025424003601,0.6923076923076923,0.6538461446762085,0.692307710647583
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00859,Penicillamine,0.6923076923076923,0.5555555555555556,0.8641025424003601,0.6923076923076923,0.6153846085071564,0.692307710647583
http://www.bioknowlogy.br/resource/Antibiotic/e_cephalosporin,e_cephalosporin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB03313,Cephalosporin C,0.6666666666666666,0.7142857142857143,0.8666666150093079,0.8,0.6333333253860474,0.800000011920929
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00415,Ampicillin,0.6666666666666666,0.5555555555555556,0.6972222328186035,0.6666666666666666,0.5833333432674408,0.6666666269302368
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB03550,Isopenicillin N,0.6666666666666666,0.5,0.800000011920929,0.6666666666666666,0.6333333253860474,0.7692307829856873
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01603,Meticillin,0.6666666666666666,0.5555555555555556,0.6972222328186035,0.6666666666666666,0.625,0.6666666269302368
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00319,Piperacillin,0.6666666666666666,0.6,0.7962962985038757,0.6666666666666666,0.625,0.6666666269302368
http://www.bioknowlogy.br/resource/Antibiotic/n_cephalosporin,n_cephalosporin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB03313,Cephalosporin C,0.6666666666666666,0.7142857142857143,0.8666666150093079,0.8,0.6333333253860474,0.800000011920929
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB03550,Isopenicillin N,0.6666666666666666,0.5454545454545454,0.8888888955116272,0.6666666666666666,0.6333333253860474,0.7692307829856873
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00319,Piperacillin,0.6666666666666666,0.6666666666666666,0.8462963104248047,0.6666666666666666,0.625,0.6666666269302368
http://www.bioknowlogy.br/resource/Antibiotic/sisomicin,sisomicin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00305,Mitomycin,0.6666666666666666,0.5555555555555556,0.7222222685813904,0.6666666666666666,0.6111111044883728,0.6666666269302368
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00080,Daptomycin,0.6666666666666666,0.6153846153846154,0.7805555462837219,0.6666666666666666,0.625,0.6666666269302368
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB04785,Streptolydigin,0.6428571428571429,0.5333333333333333,0.7976190447807312,0.6428571428571429,0.6071428656578064,0.6428571343421936
http://www.bioknowlogy.br/resource/Antibiotic/ceftazidime,ceftazidime,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01332,Ceftizoxime,0.6363636363636364,0.5,0.7765151858329773,0.6363636363636364,0.5909090936183929,0.6363636255264282
http://www.bioknowlogy.br/resource/Antibiotic/ceftazidime,ceftazidime,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00738,Pentamidine,0.6363636363636364,0.5454545454545454,0.7348484992980957,0.6363636363636364,0.5909090936183929,0.6363636255264282
http://www.bioknowlogy.br/resource/Antibiotic/cloxacillin,cloxacillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01061,Azlocillin,0.6363636363636364,0.5555555555555556,0.8007575869560242,0.7272727272727273,0.5454545319080353,0.6363636255264282
http://www.bioknowlogy.br/resource/Antibiotic/cloxacillin,cloxacillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01000,Cyclacillin,0.6363636363636364,0.5555555555555556,0.8787878155708313,0.8181818181818182,0.5909090936183929,0.6363636255264282
http://www.bioknowlogy.br/resource/Antibiotic/cloxacillin,cloxacillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00739,Hetacillin,0.6363636363636364,0.5,0.683549702167511,0.6363636363636364,0.5909090936183929,0.6363636255264282
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01060,Amoxicillin,0.6363636363636364,0.4,0.7787878513336182,0.6363636363636364,0.5909090936183929,0.6363636255264282
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00948,Mezlocillin,0.6363636363636364,0.5555555555555556,0.731168806552887,0.6363636363636364,0.5909090936183929,0.6363636255264282
http://www.bioknowlogy.br/resource/Antibiotic/amikacin,amikacin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00627,Niacin,0.625,0.5714285714285714,0.7527777552604675,0.625,0.5,0.625
http://www.bioknowlogy.br/resource/Antibiotic/carbenicillin,carbenicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01602,Bacampicillin,0.6153846153846154,0.45454545454545453,0.7578347325325012,0.6923076923076923,0.5769230723381042,0.615384578704834
http://www.bioknowlogy.br/resource/Antibiotic/carbenicillin,carbenicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01603,Meticillin,0.6153846153846154,0.5,0.680128276348114,0.6153846153846154,0.5769230723381042,0.615384578704834
http://www.bioknowlogy.br/resource/Antibiotic/carbenicillin,carbenicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01273,Varenicline,0.6153846153846154,0.7777777777777778,0.7997927665710449,0.6923076923076923,0.5,0.615384578704834
http://www.bioknowlogy.br/resource/Antibiotic/cephalosporin,cephalosporin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00689,Cephaloglycin,0.6153846153846154,0.6428571428571429,0.7435896992683411,0.6153846153846154,0.5769230723381042,0.615384578704834
http://www.bioknowlogy.br/resource/Antibiotic/cephalosporin,cephalosporin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01139,Cephapirin,0.6153846153846154,0.5833333333333334,0.7634615898132324,0.6153846153846154,0.5384615361690521,0.615384578704834
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00689,Cephaloglycin,0.6153846153846154,0.6153846153846154,0.805128276348114,0.6153846153846154,0.5769230723381042,0.615384578704834
http://www.bioknowlogy.br/resource/Antibiotic/amikacin,amikacin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02842,Aminacrine,0.6,0.5555555555555556,0.6166666746139526,0.6,0.5,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/amikacin,amikacin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00626,Bacitracin,0.6,0.4444444444444444,0.7277777791023254,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/carbapenem,carbapenem,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00760,Meropenem,0.6,0.5,0.7555555701255798,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/carbenicillin,carbenicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB03550,Isopenicillin N,0.6,0.35714285714285715,0.7641026377677917,0.6,0.5666666626930237,0.692307710647583
http://www.bioknowlogy.br/resource/Antibiotic/cefoxitin,cefoxitin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00487,Pefloxacin,0.6,0.6363636363636364,0.7555555701255798,0.6,0.5,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cefoxitin,cefoxitin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00234,Reboxetine,0.6,0.6,0.699999988079071,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephalosporin,cephalosporin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02136,Cephalosporin Analog,0.6,0.6666666666666666,0.8410256505012512,0.6,0.574999988079071,0.9230769276618958
http://www.bioknowlogy.br/resource/Antibiotic/cephalosporin_i,cephalosporin_i,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02136,Cephalosporin Analog,0.6,0.625,0.800000011920929,0.6,0.5999999940395355,0.800000011920929
http://www.bioknowlogy.br/resource/Antibiotic/cephalosporin_ii,cephalosporin_ii,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02136,Cephalosporin Analog,0.6,0.625,0.7833333015441895,0.6,0.5999999940395355,0.75
http://www.bioknowlogy.br/resource/Antibiotic/cephalosporin_iii,cephalosporin_iii,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02136,Cephalosporin Analog,0.6,0.625,0.7686274647712708,0.6,0.5999999940395355,0.7058823108673096
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB04111,Balhimycin,0.6,0.6363636363636364,0.6571428775787354,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00567,Cephalexin,0.6,0.5,0.7333333492279053,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01139,Cephapirin,0.6,0.5454545454545454,0.7333333492279053,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00080,Daptomycin,0.6,0.5833333333333334,0.752380907535553,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00798,Gentamicin,0.6,0.5454545454545454,0.6777777671813965,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01321,Josamycin,0.6,0.5,0.7555555701255798,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01172,Kanamycin,0.6,0.6,0.7555555701255798,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00826,Natamycin,0.6,0.5454545454545454,0.7555555701255798,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00994,Neomycin,0.6,0.5454545454545454,0.7833333015441895,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00684,Tobramycin,0.6,0.46153846153846156,0.7333333492279053,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/isepamicin,isepamicin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00798,Gentamicin,0.6,0.6,0.800000011920929,0.7,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/netilmicin,netilmicin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00798,Gentamicin,0.6,0.6666666666666666,0.7416666150093079,0.7,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01061,Azlocillin,0.6,0.4444444444444444,0.6777777671813965,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00607,Nafcillin,0.6,0.4444444444444444,0.644444465637207,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00713,Oxacillin,0.6,0.4444444444444444,0.644444465637207,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/sisomicin,sisomicin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00828,Fosfomycin,0.6,0.6666666666666666,0.644444465637207,0.6,0.5,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/sisomicin,sisomicin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01627,Lincomycin,0.6,0.625,0.644444465637207,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/tobramycin,tobramycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00828,Fosfomycin,0.6,0.46153846153846156,0.7333333492279053,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/tobramycin,tobramycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01172,Kanamycin,0.6,0.5454545454545454,0.7555555701255798,0.6,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/tobramycin,tobramycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00826,Natamycin,0.6,0.6363636363636364,0.7783069014549255,0.7,0.550000011920929,0.6000000238418579
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02424,Geldanamycin,0.5833333333333334,0.5833333333333334,0.6658729910850525,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00931,Methacycline,0.5833333333333334,0.5833333333333334,0.7388889193534851,0.5833333333333334,0.5,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/cephamycin,cephamycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01082,Streptomycin,0.5833333333333334,0.5384615384615384,0.7611110806465149,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/cloxacillin,cloxacillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00319,Piperacillin,0.5833333333333334,0.45454545454545453,0.6446608901023865,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/e_cephalosporin,e_cephalosporin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB03938,Deacetoxycephalosporin-C,0.5833333333333334,0.6111111111111112,0.7198412418365479,0.5833333333333334,0.5625,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01163,Amdinocillin,0.5833333333333334,0.36363636363636365,0.7361111640930176,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01060,Amoxicillin,0.5833333333333334,0.36363636363636365,0.7398989796638489,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00739,Hetacillin,0.5833333333333334,0.5,0.6658729910850525,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01053,Penicillin G,0.5833333333333334,0.5,0.8333333134651184,0.75,0.5416666567325592,0.75
http://www.bioknowlogy.br/resource/Antibiotic/e_penicillin,e_penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00417,Penicillin V,0.5833333333333334,0.5,0.8333333134651184,0.75,0.5416666567325592,0.75
http://www.bioknowlogy.br/resource/Antibiotic/penicillin,penicillin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01163,Amdinocillin,0.5833333333333334,0.4,0.7805555462837219,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/sisomicin,sisomicin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB02948,Fosmidomycin,0.5833333333333334,0.6666666666666666,0.691798985004425,0.5833333333333334,0.5,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00290,Bleomycin,0.5833333333333334,0.5384615384615384,0.7870370745658875,0.5833333333333334,0.5,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00314,Capreomycin,0.5833333333333334,0.6923076923076923,0.8190235495567322,0.6666666666666666,0.5,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00305,Mitomycin,0.5833333333333334,0.5833333333333334,0.7870370745658875,0.5833333333333334,0.5416666567325592,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB00994,Neomycin,0.5833333333333334,0.5833333333333334,0.8194444179534912,0.5833333333333334,0.5,0.5833333730697632
http://www.bioknowlogy.br/resource/Antibiotic/streptomycin,streptomycin,http://wifo5-04.informatik.uni-mannheim.de/drugbank/resource/drugs/DB01421,Paromomycin,0.5833333333333334,0.5384615384615384,0.7398989796638489,0.5833333333333334,0.5416666567325592,0.5833333730697632
